cover_img_1_1,create_time,is_pay_subscribe,is_read,item_show_type,itemidx,key,msgid,pos_num,title,tts_is_ban,url,user_read_status
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE0HHXx3EAUaqveLziaeZMwWcusumx6n2RyYhutGvXZVMNsqb4gLX96rVnGtb0GT349Y1llPavYN4rg/300,2016-01-10 20:05:11,0,0,0,1,3018206481_401856282_1,401856282,11,如同悲伤被下载两次 教学发布！,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=401856282&idx=1&sn=2440871fcfe276fa86f1de8c1427b340&chksm=09dead643ea924720e9663907b5adac7fef088f6889600efe05bca54bccf74bc04102671f7dc#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE2x3HqQwjcYMscN7HuCibrtejJY43JTs9aTB4CeSVPCxerO3JKj4iauuPiboGR2kVM7pTHHZrKeLNw6A/300,2016-02-01 21:33:34,0,0,0,1,3018206481_402239084_1,402239084,12,Blank Space - 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=402239084&idx=1&sn=bfc245226bcf6b1bcf4110c56ddcb659&chksm=09d4d4123ea35d04952d025ff53ca28b7fabe2adf1a88c34792bdca5fb92142ec89aedda22bb#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE1SI2t45ypCYt24W9AD0KgpjBqYUWjEtPauJgwVSnnWGf3HZcwbZv7ZHbYnOFwurTtfFHbsCOiaBJg/300,2016-02-04 20:34:29,0,0,0,1,3018206481_402290368_1,402290368,13,董小姐骑着斑马去南山 - Nancy完整教程,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=402290368&idx=1&sn=e00bff916cbff5c189a0a7fb7554ab5c&chksm=09d70cbe3ea085a8cd5b53c7495f695eb03cf74980f5177138644d9b54032bd2ce4a03046cc9#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE34rfk8HonDgYjzmDlmia4Ca0ceFh77vLBj2I2iaU9anxFXutBFX4dAeayMPySdvE3VVBRCrI934urQ/300,2016-02-05 20:09:22,0,0,0,1,3018206481_402301346_1,402301346,14,从前慢 - Nancy 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=402301346&idx=1&sn=f03d74436d0572f54411449a8856be83&chksm=09d7dbdc3ea052caf7e48f317b7fd46173c73093c2026ec0f18f265d4fee212874ff1d1a365c#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3icHOrxqUr5jXgJlpXiasYQiaPuJfmmFSSVe5hENiaTocBSDpF2I26PficWVuXaOucibRs0XAXlber2KgQ/300,2016-02-13 14:11:15,0,0,0,1,3018206481_402369212_1,402369212,15,简单爱 - Nancy教你来表白,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=402369212&idx=1&sn=a74a9d228f5365fa66f9d939a86fa07a&chksm=09d6d0c23ea159d4a9d23462de84a7551e8e084ed003a678d0833c52082dc4c0d8a835afd991#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE2jRtuickOvtMEsP8HXGiaoq7r9dteBS9majfbjRxeiaEbr6T8uyYas3PM5Xicm4LC8wyyZJv55PE8ISA/300,2016-02-23 21:36:17,0,0,0,1,3018206481_402536445_1,402536445,16,失落沙洲 - 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=402536445&idx=1&sn=cf5dcf95f9165add31cd007646cdc15c&chksm=09d34d833ea4c4959d3f0cb182b0ba1260e6b739295350cfd1818065bbe2fff32fdc8b4ccb65#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE1cYtJNNTmazmUPQia35ppNicWFNKAPqLOrU6djOLU7b2YEPibcaBh6UFvcotia0l8iaoibeVseHKXsibVHQ/300,2016-04-01 23:17:29,0,0,0,1,3018206481_403164728_1,403164728,17,Love Yourself 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=403164728&idx=1&sn=b752e704c42ffcf14c33ffcd1b0f9e5f&chksm=062ab446315d3d500aedf5dab8e6a10521b61f81db3a37673ba44de0e32c128152436e08747a#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE1HBCtyrY9I6AI7APx3eOxCeI2e2ibjJeibEot1BbnVuM9FwWHv3hpSCics4FY39mFhEsg66fibMM8BIg/300,2016-04-15 20:59:45,0,0,0,1,3018206481_2650648392_1,2650648392,18,遇见 - Nancy 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648392&idx=1&sn=5411869d59636973f3219c96a616b8e8&chksm=83d0d536b4a75c20a99c8ad97a7323792d03e6160f50af67243b98b551e5fdd2fe811b32ed36#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE1pzrTAnnsY8SxgTomraS0icc68DlB6Z8Gqh3ncKqAhVPxibKZyNa817F0rwicf5xiaExOl80v01O2CbQ/300,2016-04-29 20:33:29,0,0,0,1,3018206481_2650648409_1,2650648409,19,致爱 Your Song - 鹿晗 - Nancy完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648409&idx=1&sn=0ae9bc911ce88b1d000efa233304aa71&chksm=83d0d527b4a75c3141adade5892d9aeaf3cce1b5a382af13f188d37ddf318f2a544a0d9be15d#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE0Eia5Avg4o921IJOeAlGOdsIicuXLtwbHLmS0pao7Abs6rxrwE5LBngibs2TU3xtm6bmz1FJhvCAibow/300,2016-05-12 19:59:59,0,0,0,1,3018206481_2650648426_1,2650648426,20,Hotline Bling - Nancy 完整教程,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648426&idx=1&sn=0bf3cf78a62fcd2606bf00ea4d221cdb&chksm=83d0d514b4a75c02c6437294f82bc27ea16690d0c35ed6ef5a0a0d8de48489a17d516e989f9b#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3WN8rM2VXeFmNhbS2lDCo7wU3bUyK490Xsw95oNYX5rTBFeeyYF7zyTucbFZHsToEypCA78apvew/300,2016-05-27 20:26:16,0,0,0,1,3018206481_2650648461_1,2650648461,21,不痛 - Nancy全部教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648461&idx=1&sn=a6978b33075b150e800269bee877cb82&chksm=83d0d5f3b4a75ce5def3200e414527f7e1e85008cee8d1f848038662ff6004bea4c40bbf1b86#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3dv3taWJztcq3N0baAWxKIzuWVNibtD1wpIsic2TyxLO31Gb8lDHkAP9T6n6mKPXcLzu5L62VGzsqw/300,2016-06-03 20:02:47,0,0,0,1,3018206481_2650648496_1,2650648496,22,七里香 - Nancy 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648496&idx=1&sn=9edef16634d5047e59a640a32737eacf&chksm=83d0d5ceb4a75cd83738e2a94d0454d9f7e08c7f62f1ee838424536c05bef0ac76ef53ef8990#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3L5SmTBJiamGXDQboOpibo3nYHBMW6kXHibGZjmkJpgT1KnibaCSHgTwGdCoIpUtuBEYiaNiaobYUjIdCA/300,2016-06-17 20:31:38,0,0,0,1,3018206481_2650648539_1,2650648539,23,Five Hundred Miles - Nancy吉他教程,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648539&idx=1&sn=e855333e6289affe1ef6bbc136c382cd&chksm=83d0d5a5b4a75cb3baedc5729f956c3b59ce02ea726e783f234ede62aea1c3b04f51d1c70ef2#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3L5SmTBJiamGXDQboOpibo3nKYuIfTZ7CvXl4SsgziaS2bsvuzlqJk45wAKYJAMU5FmvKeqhXS4swtA/300,2016-06-24 20:14:57,0,0,0,1,3018206481_2650648542_1,2650648542,24,Five Hundred Miles - 特别篇-尤克里里教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648542&idx=1&sn=593f6c5325c8cc5660d2d918747e6499&chksm=83d0d5a0b4a75cb616a90bb59dfe86578759aa302a8b97e33a80dffccb3cc25ded9dae9ff41a#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE11zKVcQrxmB1niahVs96jFO0RA1O3bpMswYg0hicHlJQatPMbz4nNUFV8trToUDhhOyJJuZWOI0Wpw/300,2016-07-12 19:55:07,0,0,0,1,3018206481_2650648590_1,2650648590,25,七月上 - Nancy 完整教程,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648590&idx=1&sn=d7c3d5fc3f4bd4c2ac5e23faff26cbf7&chksm=83d0ca70b4a7436609996f4b64e5b517dc549f3d932f5f1401d90948030b23d384a6bd582fcf#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE3vFzJ6bYOicCbGPPKdk5w1miaaYfBenuw8O3tpfiaCGBgIEY6L12WYf5XTaNZ7jB2BMExRhiaiaVd9cww/300,2016-07-22 20:00:01,0,0,0,1,3018206481_2650648617_1,2650648617,26,会有那么一天 - Nancy 完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648617&idx=1&sn=2b6f951e36f397b304ddac871cec1fcb&chksm=83d0ca57b4a743417d1c6dfd840a505721a5094fa43ea536d15128c27febbdc3de5554ce6043#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE23XgYUzJhS7U5zcEhqI1RiciaEGN3wQd6D48YbTsPiahCLzzsibx1URRugKGTRHC3rQ9nsFs8G88NHuQ/300,2016-07-26 21:44:04,0,0,0,1,3018206481_2650648621_1,2650648621,27,Five Hundred Miles - 填坑 -吉他前奏部分,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648621&idx=1&sn=88e2f4792004151a55425de401ed5cf7&chksm=83d0ca53b4a7434549415bb4196ba7b1eb06bcd414b6b13dcc5b56befadc5e7668d300ebca10#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE1lsbLxkibAWr3INia7tZqS83LV6CiafVLenRj08vjjMOO921jQ0cHkguS6I4l1cjyxAsovp9guzicXIw/300,2016-08-05 20:03:20,0,0,0,1,3018206481_2650648649_1,2650648649,28,种种 - 陈粒 - Nancy 吉他教程,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648649&idx=1&sn=a04f9c4c1036f104cb9df1943b5e742a&chksm=83d0ca37b4a74321ab613da57ad81d48b1788424fc2234234a76dd8ad2960bf913f1d0c85ae3#rd,0
http://mmbiz.qpic.cn/mmbiz/68JxwhxIxE2xIWib9hqy40KHjs4fDX8xcBtDVvt4nGoWA9hsLiayyDttLjEyhGp4qkYEdRRAuAtEn3sjwn3khXRg/300,2016-08-12 21:11:22,0,0,0,1,3018206481_2650648661_1,2650648661,29,Try - Asher Book - Nancy 吉他弹唱教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648661&idx=1&sn=48b9723c822dd5a92f047df4b3850516&chksm=83d0ca2bb4a7433d772bc8a7836bb1701663c2652e6b52421363533eb2441f1f507fd16f785d#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0a6QT8nia2vpO1DmkM5uzib9y8EPJhEPMRzpf03rd2piaTpH4ZnpLEDYicql10ias41IYLHLzET1mk0zw/300,2016-08-26 19:55:23,0,0,0,1,3018206481_2650648675_1,2650648675,30,House of Gold-Twenty One Pilots-Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648675&idx=1&sn=cdfd4f9d9cdc10e283288d75cd0073f2&chksm=83d0ca1db4a7430b65b215a7afae77090b187d55b7661d7d5455d77c4aef59d32c94615c8c0f#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE3y1icr9gGzYSkAibbic1SWFhrTF6KnZkIG1SKu4DeJ4NfVCLvt9HRMAxuicxFWEBIBqPQMgUdhyOQ8BA/300,2016-09-09 19:57:12,0,0,0,1,3018206481_2650648704_1,2650648704,31,原谅 - Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648704&idx=1&sn=a5e463e2721ef96c773212528bac724a&chksm=83d0cafeb4a743e8713cf37b07cd4329f2c95cffe8e830dd56699da1fd812d8a6dc62493baa3#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0CiaAgL0a309icxlBbSicoicfvDeTFACwXFr37MgRabTic90sEsRFibTxX5qbcCRIOGMuzicltcr5G0ibdtA/300,2016-09-23 19:56:27,0,0,0,1,3018206481_2650648719_1,2650648719,32,贝加尔湖畔 - Nancy 吉他弹唱教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648719&idx=1&sn=67b5596b574b561715324b99020a4d6e&chksm=83d0caf1b4a743e777f523f6bba0226068c87b6a7a1318f75f9bb737e5e2c8da6d36d3a9185b#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0LSZqne3aiaibtqPHhlMfOmV2fUq5ib9g7zB0VfB9343u2Hgyxkw3boRzHMnMHLuKRCIAKGROGfuYPg/300,2016-10-07 19:56:06,0,0,0,1,3018206481_2650648738_1,2650648738,33,你飞到城市另一边 - Nancy吉他弹唱教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648738&idx=1&sn=ae429c322660036583a49ff6bb69c2a6&chksm=83d0cadcb4a743cab7e781f772677c8c6d9b41d32ae4b57a93083af08c33097f0f38f5e42536#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE1nzmO16EmSibrFusV3UeMyfCJM6rJcuVWkeIxqwpgDMT1sf51NbXb6ZbiaEOwiarvD0e9PJ6cHF3F9g/300,2016-10-28 19:55:47,0,0,0,1,3018206481_2650648760_1,2650648760,34,Knockin' On Heaven's Door - Nancy 吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648760&idx=1&sn=55fc16fbc1c9a8f842c17cb7ce9e1bd9&chksm=83d0cac6b4a743d04088daf5f4b2eb9b94990613d224a1a8d5a40fddf07205b8aecdfe13147f#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0SgQWlmgtZVGZQiaB5QkoqiamtEOe3NXup9zvHpicBuOxR7DvoY1YnHpMToRV3WicsOeYgjlCRlZibiaOA/300,2016-11-11 20:47:04,0,0,0,1,3018206481_2650648767_1,2650648767,35,演员 - Nancy Cover 吉他完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648767&idx=1&sn=ee0efdae31a3b736d6053dd30957628f&chksm=83d0cac1b4a743d7d9c0c56abd65d704fb4bcc905fcdf76b7a063f6122d3303c219d722eb459#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE1W2pvubfqSWbkfWrSzndalTaz3gzzp2cPEHhykf9vNH5ljRhkJiciaqibt5nbka4DhLGR05tRTK7ofw/300,2016-11-25 19:55:54,0,0,0,1,3018206481_2650648778_1,2650648778,36,荒岛 - Nancy弹唱教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648778&idx=1&sn=caffa8c2c5c6f6fb0f4144a70e776d45&chksm=83d0cab4b4a743a25a85c8be1ba3d71d23d952a1872112f4eee2f626ac5825dca94c63416f69#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0QAdQ3WyQ5LzLn1kJUGPbr78VC9NMPbYK6VteF85Gz0ibKRI6ChLWrNicRl5ymkOopYWZqqPELO8sg/300,2016-12-09 19:56:59,0,0,0,1,3018206481_2650648815_1,2650648815,37,告白气球 Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648815&idx=1&sn=858748d4242c00ed17c6543c29e709df&chksm=83d0ca91b4a743872f8a94673c9dc6eee8fcda50bc67291a4a33a69ff03b9bcda7c45ca3d88a#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE3ldJLwZt2Michgb2aZKO4k20trWxSK8kNVJXfOf5NPNiaqSNSRiaDWRhEvIicclje9c5wd0ib4mvxdNbg/300,2016-12-16 19:55:49,0,0,0,1,3018206481_2650648821_1,2650648821,38,Winter Wonderland-尤克里里版本,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648821&idx=1&sn=64cd827fb68c5d798e73a23649d0e902&chksm=83d0ca8bb4a7439dcf717f483fdaf539f6bf84ffa80c586adabb330aad9068dfbbef382d140e#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0Hvsib9GxjB4M4f9uQeu9j2OLo9RVf9KJIibia0wyr69s712UZtIQoSSyYiams4rbul47fDcGetD4FNg/300,2016-12-20 19:56:03,0,0,0,1,3018206481_2650648825_1,2650648825,39,告白气球 - Nancy尤克里里教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648825&idx=1&sn=37913474566ab74cab557a4ed9a214ed&chksm=83d0ca87b4a74391af153e621b5e36347f997008eb571a468e0069100121f6f98d5a8f2b7be7#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0YUYCicDkA8C4PEr0ubQv0Gsfo9JIVcXE7FLXLUUydfBhZcdnKWxNul0furBS6va2jkJBoelOFkLw/300,2016-12-30 19:56:12,0,0,0,1,3018206481_2650648834_1,2650648834,40,Moon River - Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648834&idx=1&sn=281fea9756f888c71b2d09e315ced40c&chksm=83d0cb7cb4a7426ad389aa9e7c666aa5c73c46d75260b0c369cf6c7bbdd86d9cda16550fb190#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE1HNw3jVy9vQP7WWERYdbddkujWHnRKQekZUKqsqdTB9OJrlR8AwIlR9yAy1MkVVeRNJG6gq1tUDg/300,2017-01-13 19:56:15,0,0,0,1,3018206481_2650648843_1,2650648843,41,我要你 - Nancy吉他翻唱,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648843&idx=1&sn=8c17022a86b7600d743fa50cec24bfea&chksm=83d0cb75b4a74263303faa5ad51e163f5b1641e2e3c9b68207a196e29a9f69e3b68d4558956b#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0nJ2NEXD28lvHeqBeG50dAHdfYNsmakYZjkZVOmSib7MDDTDpHkMNibHuKIoUP5Pr8IHhgCS7OFv2g/300,2017-01-20 19:57:46,0,0,0,1,3018206481_2650648873_1,2650648873,42,我要你 - Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648873&idx=1&sn=8b60586a36ebba7c5aa2d4b36331a639&chksm=83d0cb57b4a74241f006a4105a526d6bc21911d2338e93b94432570b2743d77e02308a83aaa5#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE3RmFKnb5VVhLZBiadDBfr22m2NcTKYBrHfLsiaIn9q02xGcqIeQf1R0wk3eAugOLZmHgvicSFCMnHCw/300,2017-02-03 19:55:32,0,0,0,1,3018206481_2650648894_1,2650648894,43,Lucky - Nancy完整教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648894&idx=1&sn=538e5f626eade3002ca12d5892765c54&chksm=83d0cb40b4a74256c37f10a53e93ea8561bf9d668c498ecc2a3e890a9ddf5dffcaf1d84e187e#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE0RviczmAGBqpyEqiauUmQKUuIicEgS49nUon42JOs0ib7FibL5IFpU91kzyHkWia5xHS3RkSrHIWtgxuiaQ/300,2017-02-11 20:12:16,0,0,0,1,3018206481_2650648904_1,2650648904,44,成都-赵雷-Nancy吉他翻唱,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648904&idx=1&sn=83854c714e9f882317e3881aedfade6a&chksm=83d0cb36b4a742204296017cb1ca410b2896c667b0f0ff62554defae08f463489d9674c8ef37#rd,0
http://mmbiz.qpic.cn/mmbiz_jpg/68JxwhxIxE3b5xM2PahZ1AvaRaegwYqQ0395icC8FgFaJXOxZOrU18FfbzNN8rUus2UyjvOHsT8ErYJPmQELwbQ/300,2017-02-24 20:10:31,0,0,0,1,3018206481_2650648918_1,2650648918,45,City Of Stars - Nancy吉他教学,0,http://mp.weixin.qq.com/s?__biz=MzAxODIwNjQ4MQ==&mid=2650648918&idx=1&sn=2d04f6e8d6e642a4396319dec277a776&chksm=83d0cb28b4a7423e9983619c62b7d93f1b368dfed7d2255787a96034ec06b86bbe65d2695aae#rd,0
